history_id,employee_id,department_id,job_title,start_date,end_date,change_type
178,1067,2,Analyst,01-03-2016,05-07-2018,Transfer
179,1068,10,Manager,01-01-2015,06-04-2017,Restructure
180,1068,1,Manager,07-04-2017,14-07-2018,Promotion
181,1068,6,Analyst,15-07-2018,26-10-2020,Promotion
182,1069,1,Analyst,01-01-2015,02-12-2015,Restructure
183,1069,7,Analyst,03-12-2015,04-10-2016,Restructure
184,1070,2,Engineer,01-01-2015,15-11-2015,Promotion
185,1070,4,Manager,16-11-2015,14-04-2017,Promotion
186,1070,5,Engineer,15-04-2017,22-05-2019,Restructure
187,1070,6,Analyst,23-05-2019,12-04-2020,Transfer
188,1071,9,Manager,01-01-2015,30-11-2016,Transfer
189,1072,4,Manager,01-01-2015,20-04-2016,Transfer
190,1073,7,Manager,01-01-2015,13-05-2016,Promotion
191,1073,4,Analyst,14-05-2016,31-08-2017,Restructure
192,1074,3,Manager,01-01-2015,15-09-2016,Transfer
193,1074,7,Engineer,16-09-2016,23-01-2018,Transfer
194,1075,6,Engineer,01-01-2015,01-03-2016,Restructure
195,1075,3,Manager,02-03-2016,18-01-2018,Restructure
196,1075,2,Manager,19-01-2018,03-11-2019,Transfer
197,1076,10,Analyst,01-01-2015,23-01-2016,Restructure
198,1076,3,Engineer,24-01-2016,07-09-2016,Promotion
199,1077,5,Engineer,01-01-2015,05-07-2016,Promotion
200,1077,3,Analyst,06-07-2016,11-02-2018,Restructure
201,1078,2,Manager,01-01-2015,27-11-2015,Restructure
202,1078,8,Analyst,28-11-2015,29-11-2016,Restructure
203,1078,3,Analyst,30-11-2016,16-12-2018,Transfer
204,1078,4,Manager,17-12-2018,07-03-2021,Transfer
205,1079,4,Engineer,01-01-2015,03-01-2017,Promotion
206,1079,3,Analyst,04-01-2017,11-08-2018,Transfer
207,1079,9,Manager,12-08-2018,16-06-2020,Promotion
208,1079,9,Manager,17-06-2020,09-10-2021,Transfer
209,1080,3,Manager,01-01-2015,11-09-2016,Promotion
210,1080,1,Manager,12-09-2016,18-01-2019,Transfer
211,1080,1,Engineer,19-01-2019,15-10-2019,Transfer
212,1080,2,Engineer,16-10-2019,28-05-2020,Promotion
213,1081,1,Analyst,01-01-2015,16-09-2015,Promotion
214,1082,7,Engineer,01-01-2015,11-06-2017,Transfer
215,1082,1,Analyst,12-06-2017,19-01-2019,Promotion
216,1082,7,Manager,20-01-2019,31-12-2019,Transfer
217,1083,3,Manager,01-01-2015,11-12-2016,Restructure
218,1083,3,Analyst,12-12-2016,02-04-2019,Transfer
219,1083,1,Engineer,03-04-2019,02-07-2020,Promotion
220,1084,9,Analyst,01-01-2015,07-06-2017,Restructure
221,1085,1,Engineer,01-01-2015,01-06-2016,Transfer
222,1086,5,Analyst,01-01-2015,12-12-2016,Restructure
223,1087,1,Analyst,01-01-2015,04-03-2016,Promotion
224,1087,6,Engineer,05-03-2016,05-01-2018,Promotion
225,1088,2,Analyst,01-01-2015,16-11-2016,Transfer
226,1088,2,Engineer,17-11-2016,29-03-2018,Promotion
227,1088,5,Analyst,30-03-2018,24-01-2019,Restructure
228,1088,9,Engineer,25-01-2019,14-07-2020,Transfer
229,1089,1,Manager,01-01-2015,09-05-2016,Transfer
230,1090,9,Manager,01-01-2015,31-08-2016,Transfer
231,1091,2,Manager,01-01-2015,21-01-2017,Restructure
232,1091,8,Engineer,22-01-2017,27-01-2019,Promotion
233,1092,1,Engineer,01-01-2015,31-01-2017,Promotion
234,1092,2,Manager,01-02-2017,15-01-2018,Restructure
235,1093,8,Analyst,01-01-2015,22-09-2015,Restructure
236,1094,10,Manager,01-01-2015,20-07-2015,Promotion
237,1094,1,Analyst,21-07-2015,24-04-2016,Promotion
238,1095,4,Manager,01-01-2015,19-03-2017,Restructure
239,1096,3,Engineer,01-01-2015,18-08-2016,Restructure
240,1096,7,Analyst,19-08-2016,01-12-2017,Transfer
241,1096,4,Engineer,02-12-2017,20-08-2018,Promotion
242,1097,7,Manager,01-01-2015,08-02-2017,Promotion
243,1097,1,Manager,09-02-2017,06-09-2018,Transfer
244,1097,2,Manager,07-09-2018,03-03-2020,Promotion
245,1098,7,Manager,01-01-2015,03-11-2015,Promotion
246,1098,3,Manager,04-11-2015,02-10-2016,Promotion
247,1099,2,Engineer,01-01-2015,09-06-2017,Promotion
248,1099,4,Engineer,10-06-2017,05-10-2018,Transfer
249,1099,7,Manager,06-10-2018,07-12-2019,Promotion
250,1099,10,Analyst,08-12-2019,15-04-2022,Promotion
251,1100,4,Engineer,01-01-2015,24-08-2015,Transfer
252,1100,7,Manager,25-08-2015,09-02-2017,Restructure
253,1101,6,Analyst,01-01-2015,08-07-2016,Transfer
254,1101,6,Manager,09-07-2016,03-03-2018,Transfer
255,1101,7,Manager,04-03-2018,02-07-2019,Promotion
256,1101,3,Manager,03-07-2019,11-11-2021,Transfer
257,1102,3,Manager,01-01-2015,03-07-2016,Restructure
258,1102,10,Analyst,04-07-2016,15-06-2018,Transfer
259,1102,4,Analyst,16-06-2018,20-04-2019,Promotion
260,1103,4,Engineer,01-01-2015,16-04-2016,Restructure
261,1103,4,Manager,17-04-2016,20-06-2017,Promotion
262,1103,3,Analyst,21-06-2017,09-11-2018,Transfer
263,1103,7,Engineer,10-11-2018,11-01-2021,Promotion
264,1104,1,Engineer,01-01-2015,01-01-2017,Promotion
265,1104,2,Engineer,02-01-2017,12-02-2018,Transfer
266,1104,5,Manager,13-02-2018,08-05-2020,Promotion
267,1104,4,Analyst,09-05-2020,14-01-2021,Promotion
268,1105,9,Analyst,01-01-2015,07-12-2016,Transfer
269,1105,7,Analyst,08-12-2016,15-05-2018,Promotion
270,1105,1,Analyst,16-05-2018,03-06-2019,Transfer
271,1105,3,Engineer,04-06-2019,10-05-2020,Restructure
272,1106,9,Analyst,01-01-2015,10-01-2017,Transfer
273,1106,10,Engineer,11-01-2017,15-04-2018,Transfer
274,1107,4,Analyst,01-01-2015,12-12-2015,Restructure
275,1107,2,Engineer,13-12-2015,19-07-2017,Restructure
276,1107,4,Analyst,20-07-2017,16-09-2019,Restructure
277,1108,4,Engineer,01-01-2015,16-04-2016,Promotion
278,1108,7,Manager,17-04-2016,21-07-2018,Restructure
279,1109,7,Engineer,01-01-2015,30-07-2016,Promotion
280,1109,5,Analyst,31-07-2016,19-05-2018,Restructure
281,1110,7,Analyst,01-01-2015,08-03-2016,Promotion
282,1110,6,Manager,09-03-2016,08-02-2017,Restructure
283,1110,4,Manager,09-02-2017,19-12-2018,Restructure
284,1110,10,Engineer,20-12-2018,10-07-2020,Restructure
285,1111,9,Manager,01-01-2015,09-11-2016,Restructure
286,1111,9,Manager,10-11-2016,01-08-2018,Promotion
287,1112,9,Manager,01-01-2015,31-08-2015,Transfer
288,1112,6,Engineer,01-09-2015,25-05-2017,Transfer
289,1112,7,Manager,26-05-2017,16-03-2018,Transfer
290,1112,7,Manager,17-03-2018,23-04-2019,Restructure
291,1113,8,Manager,01-01-2015,13-02-2016,Promotion
292,1114,10,Engineer,01-01-2015,22-12-2015,Promotion
293,1115,4,Analyst,01-01-2015,27-06-2016,Promotion
294,1115,7,Analyst,28-06-2016,15-11-2017,Restructure
295,1115,5,Analyst,16-11-2017,12-09-2019,Promotion
296,1115,4,Analyst,13-09-2019,18-06-2021,Promotion
297,1116,9,Analyst,01-01-2015,10-04-2017,Promotion
298,1117,4,Analyst,01-01-2015,24-08-2016,Transfer
299,1117,1,Manager,25-08-2016,07-06-2018,Promotion
300,1118,8,Analyst,01-01-2015,25-05-2017,Restructure
301,1118,7,Engineer,26-05-2017,10-09-2018,Restructure
302,1119,10,Analyst,01-01-2015,25-03-2016,Transfer
303,1119,5,Engineer,26-03-2016,01-09-2018,Transfer
304,1120,8,Analyst,01-01-2015,14-04-2016,Restructure
305,1120,9,Analyst,15-04-2016,02-03-2018,Transfer
306,1120,2,Manager,03-03-2018,21-04-2019,Promotion
307,1121,1,Manager,01-01-2015,13-06-2017,Promotion
308,1121,10,Engineer,14-06-2017,20-09-2018,Transfer
309,1121,2,Manager,21-09-2018,03-10-2020,Promotion
310,1121,10,Analyst,04-10-2020,27-11-2022,Restructure
311,1122,1,Engineer,01-01-2015,05-03-2016,Restructure
312,1122,3,Analyst,06-03-2016,28-11-2017,Transfer
313,1122,9,Engineer,29-11-2017,08-11-2019,Transfer
314,1123,9,Engineer,01-01-2015,11-11-2015,Restructure
315,1123,6,Engineer,12-11-2015,02-02-2018,Restructure
316,1123,5,Engineer,03-02-2018,19-09-2019,Transfer
317,1124,5,Manager,01-01-2015,05-10-2016,Restructure
318,1124,1,Engineer,06-10-2016,12-08-2018,Promotion
319,1124,2,Engineer,13-08-2018,18-10-2020,Transfer
320,1124,2,Engineer,19-10-2020,03-12-2022,Promotion
321,1125,4,Manager,01-01-2015,01-11-2015,Restructure
322,1125,1,Engineer,02-11-2015,05-09-2017,Restructure
323,1125,9,Manager,06-09-2017,27-01-2019,Promotion
324,1125,2,Engineer,28-01-2019,03-02-2021,Promotion
325,1126,7,Engineer,01-01-2015,07-01-2016,Promotion
326,1126,1,Engineer,08-01-2016,11-01-2018,Promotion
327,1126,2,Engineer,12-01-2018,14-10-2018,Restructure
328,1127,5,Manager,01-01-2015,28-12-2016,Transfer
329,1127,9,Analyst,29-12-2016,13-08-2018,Restructure
330,1128,4,Manager,01-01-2015,07-10-2015,Promotion
331,1128,8,Analyst,08-10-2015,23-10-2017,Restructure
332,1129,5,Manager,01-01-2015,14-01-2016,Transfer
333,1129,5,Engineer,15-01-2016,16-10-2016,Restructure
334,1129,1,Engineer,17-10-2016,11-01-2019,Transfer
335,1130,10,Engineer,01-01-2015,18-12-2015,Restructure
336,1130,7,Manager,19-12-2015,01-11-2017,Promotion
337,1131,1,Analyst,01-01-2015,27-12-2016,Promotion
338,1131,5,Analyst,28-12-2016,28-03-2018,Promotion
339,1132,1,Analyst,01-01-2015,25-10-2016,Restructure
340,1132,5,Engineer,26-10-2016,25-07-2017,Promotion
341,1132,6,Engineer,26-07-2017,12-03-2019,Promotion
342,1133,3,Analyst,01-01-2015,17-06-2017,Restructure
343,1133,5,Manager,18-06-2017,29-01-2018,Promotion
344,1134,7,Analyst,01-01-2015,07-02-2016,Restructure
345,1134,1,Analyst,08-02-2016,01-10-2016,Restructure
346,1134,3,Engineer,02-10-2016,14-08-2018,Promotion
347,1134,10,Analyst,15-08-2018,24-07-2019,Promotion
348,1135,8,Manager,01-01-2015,24-11-2016,Promotion
349,1135,1,Engineer,25-11-2016,23-04-2019,Transfer
350,1135,9,Engineer,24-04-2019,15-02-2020,Transfer
351,1135,4,Analyst,16-02-2020,16-10-2020,Restructure
352,1136,9,Analyst,01-01-2015,27-04-2016,Restructure
353,1136,5,Manager,28-04-2016,12-10-2017,Promotion
354,1136,8,Engineer,13-10-2017,12-01-2020,Restructure
355,1136,8,Engineer,13-01-2020,10-11-2021,Restructure
356,1137,1,Manager,01-01-2015,02-08-2015,Promotion
357,1137,6,Manager,03-08-2015,18-09-2017,Transfer
358,1137,3,Manager,19-09-2017,10-04-2019,Restructure
359,1138,7,Analyst,01-01-2015,15-11-2016,Transfer
360,1139,10,Manager,01-01-2015,11-12-2016,Restructure
361,1139,10,Engineer,12-12-2016,09-07-2017,Transfer
362,1140,1,Engineer,01-01-2015,10-03-2017,Restructure
363,1140,4,Manager,11-03-2017,29-03-2019,Restructure
364,1141,1,Analyst,01-01-2015,02-05-2016,Promotion
365,1142,5,Analyst,01-01-2015,04-04-2017,Promotion
366,1142,10,Analyst,05-04-2017,09-01-2018,Transfer
367,1143,2,Analyst,01-01-2015,02-05-2017,Transfer
368,1143,2,Engineer,03-05-2017,10-10-2018,Promotion
369,1143,4,Manager,11-10-2018,10-02-2020,Transfer
370,1144,6,Analyst,01-01-2015,09-02-2016,Restructure
371,1144,10,Manager,10-02-2016,09-08-2017,Restructure
372,1145,10,Engineer,01-01-2015,17-08-2015,Promotion
373,1145,7,Manager,18-08-2015,30-06-2016,Transfer
374,1145,6,Engineer,01-07-2016,23-04-2017,Transfer
375,1146,1,Analyst,01-01-2015,08-09-2015,Transfer
376,1146,5,Engineer,09-09-2015,23-10-2017,Transfer
377,1146,6,Manager,24-10-2017,24-11-2018,Restructure
378,1147,6,Analyst,01-01-2015,25-03-2016,Promotion
379,1148,9,Analyst,01-01-2015,11-03-2016,Transfer
380,1148,8,Manager,12-03-2016,12-02-2018,Promotion
381,1148,2,Manager,13-02-2018,28-12-2019,Promotion
382,1149,5,Engineer,01-01-2015,15-01-2016,Restructure
383,1150,6,Engineer,01-01-2015,14-05-2016,Restructure
384,1150,9,Engineer,15-05-2016,13-03-2017,Promotion
385,1150,4,Manager,14-03-2017,25-09-2018,Transfer
386,1150,10,Manager,26-09-2018,05-07-2020,Transfer
387,1151,4,Engineer,01-01-2015,03-04-2017,Transfer
388,1151,3,Analyst,04-04-2017,25-08-2019,Promotion
389,1152,4,Engineer,01-01-2015,15-08-2015,Promotion
390,1153,9,Manager,01-01-2015,13-11-2016,Promotion
391,1153,7,Manager,14-11-2016,12-01-2018,Restructure
392,1154,6,Manager,01-01-2015,09-07-2016,Restructure
393,1154,9,Analyst,10-07-2016,29-05-2017,Restructure
394,1154,4,Engineer,30-05-2017,07-11-2018,Promotion
395,1154,8,Manager,08-11-2018,20-01-2020,Transfer
396,1155,1,Analyst,01-01-2015,24-01-2017,Restructure
397,1155,6,Engineer,25-01-2017,17-04-2019,Restructure
398,1156,5,Engineer,01-01-2015,11-09-2015,Transfer
399,1156,4,Analyst,12-09-2015,26-01-2017,Restructure
400,1156,6,Engineer,27-01-2017,18-09-2017,Restructure
401,1157,8,Analyst,01-01-2015,09-02-2016,Transfer
402,1157,5,Manager,10-02-2016,22-05-2017,Transfer
403,1158,4,Analyst,01-01-2015,19-03-2017,Transfer
404,1158,8,Analyst,20-03-2017,16-02-2019,Promotion
405,1158,3,Manager,17-02-2019,17-11-2020,Restructure
406,1158,5,Analyst,18-11-2020,30-06-2022,Transfer
407,1159,4,Analyst,01-01-2015,27-03-2017,Restructure
408,1159,1,Engineer,28-03-2017,26-07-2018,Restructure
409,1159,4,Analyst,27-07-2018,25-02-2019,Restructure
410,1159,4,Engineer,26-02-2019,29-10-2020,Restructure
411,1160,9,Analyst,01-01-2015,28-09-2015,Restructure
412,1161,1,Manager,01-01-2015,18-09-2015,Transfer
413,1161,4,Analyst,19-09-2015,13-11-2016,Restructure
414,1162,5,Manager,01-01-2015,05-10-2016,Restructure
415,1162,1,Engineer,06-10-2016,20-02-2018,Restructure
416,1162,1,Analyst,21-02-2018,26-12-2019,Restructure
417,1162,3,Engineer,27-12-2019,10-06-2021,Transfer
418,1163,7,Manager,01-01-2015,15-09-2016,Restructure
419,1163,6,Engineer,16-09-2016,23-08-2017,Transfer
420,1164,4,Analyst,01-01-2015,17-06-2016,Restructure
421,1164,1,Manager,18-06-2016,04-05-2018,Restructure
422,1164,6,Manager,05-05-2018,02-06-2020,Restructure
423,1165,1,Manager,01-01-2015,12-03-2017,Restructure
424,1166,10,Engineer,01-01-2015,20-08-2015,Restructure
425,1167,7,Engineer,01-01-2015,27-07-2015,Promotion
426,1167,5,Engineer,28-07-2015,22-04-2016,Transfer
427,1168,10,Manager,01-01-2015,27-11-2016,Restructure
428,1168,3,Engineer,28-11-2016,10-07-2018,Transfer
429,1168,2,Engineer,11-07-2018,07-11-2020,Restructure
430,1169,5,Engineer,01-01-2015,01-11-2015,Transfer
431,1169,10,Analyst,02-11-2015,21-01-2017,Promotion
432,1170,4,Engineer,01-01-2015,09-03-2017,Promotion
433,1171,5,Manager,01-01-2015,08-09-2016,Promotion
434,1172,2,Analyst,01-01-2015,27-10-2016,Transfer
435,1173,4,Manager,01-01-2015,15-01-2017,Promotion
436,1173,3,Engineer,16-01-2017,08-12-2017,Transfer
437,1174,9,Manager,01-01-2015,15-08-2015,Promotion
438,1175,8,Manager,01-01-2015,26-02-2017,Promotion
439,1175,9,Engineer,27-02-2017,29-05-2018,Transfer
440,1175,8,Manager,30-05-2018,31-10-2020,Promotion
441,1175,2,Engineer,01-11-2020,20-05-2022,Restructure
442,1176,3,Analyst,01-01-2015,27-11-2015,Promotion
443,1177,1,Engineer,01-01-2015,11-12-2016,Promotion
444,1177,7,Analyst,12-12-2016,13-08-2018,Restructure
445,1177,2,Manager,14-08-2018,01-07-2020,Restructure
446,1178,7,Manager,01-01-2015,24-05-2016,Promotion
447,1178,4,Engineer,25-05-2016,05-02-2018,Restructure
448,1178,7,Manager,06-02-2018,23-01-2019,Restructure
449,1179,3,Engineer,01-01-2015,27-08-2015,Restructure
450,1180,3,Manager,01-01-2015,24-02-2017,Restructure
451,1180,3,Manager,25-02-2017,05-06-2019,Promotion
452,1180,5,Manager,06-06-2019,15-12-2020,Transfer
453,1181,2,Manager,01-01-2015,07-10-2016,Transfer
454,1181,7,Engineer,08-10-2016,03-05-2017,Restructure
